The Lives of Others,"Drama,Thriller",2006,137,8.5
Pet,"Horror,Thriller",2016,94,5.7
Paint It Black,Drama,2016,96,8.3
Macbeth,"Drama,War",2015,113,6.7
Forgetting Sarah Marshall,"Comedy,Drama,Romance",2008,111,7.2
The Giver,"Drama,Romance,Sci-Fi",2014,97,6.5
Triple 9,"Action,Crime,Drama",2016,115,6.3
Perfetti sconosciuti,"Comedy,Drama",2016,97,7.7
Angry Birds,"Animation,Action,Adventure",2016,97,6.3
Moonrise Kingdom,"Adventure,Comedy,Drama",2012,94,7.8
Hairspray,"Comedy,Drama,Family",2007,117,6.7
Safe Haven,"Drama,Romance,Thriller",2013,115,6.7
Focus,"Comedy,Crime,Drama",2015,105,6.6
Ratatouille,"Animation,Comedy,Family",2007,111,8
Stake Land,"Drama,Horror,Sci-Fi",2010,98,6.5
The Book of Eli,"Action,Adventure,Drama",2010,118,6.9
Cloverfield,"Action,Horror,Sci-Fi",2008,85,7
Point Break,"Action,Crime,Sport",2015,114,5.3
Under the Skin,"Drama,Horror,Sci-Fi",2013,108,6.3
I Am Legend,"Drama,Horror,Sci-Fi",2007,101,7.2
Men in Black 3,"Action,Adventure,Comedy",2012,106,6.8
Super 8,"Mystery,Sci-Fi,Thriller",2011,112,7.1
Law Abiding Citizen,"Crime,Drama,Thriller",2009,109,7.4
Up,"Animation,Adventure,Comedy",2009,96,8.3
Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",2015,131,6.3
Carol,"Drama,Romance",2015,118,7.2
Imperium,"Crime,Drama,Thriller",2016,109,6.5
Youth,"Comedy,Drama,Music",2015,124,7.3
Mr. Nobody,"Drama,Fantasy,Romance",2009,141,7.9
City of Tiny Lights,"Crime,Drama,Thriller",2016,110,5.7
Savages,"Crime,Drama,Thriller",2012,131,6.5
(500) Days of Summer,"Comedy,Drama,Romance",2009,95,7.7
Movie 43,"Comedy,Romance",2013,94,4.3
Gravity,"Drama,Sci-Fi,Thriller",2013,91,7.8
The Boy in the Striped Pyjamas,"Drama,War",2008,94,7.8
Shooter,"Action,Crime,Drama",2007,124,7.2
The Happening,"Sci-Fi,Thriller",2008,91,5
Bone Tomahawk,"Adventure,Drama,Horror",2015,132,7.1
Magic Mike XXL,"Comedy,Drama,Music",2015,115,5.7
Easy A,"Comedy,Drama,Romance",2010,92,7.1
Exodus: Gods and Kings,"Action,Adventure,Drama",2014,150,6
Chappie,"Action,Crime,Drama",2015,120,6.9
The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",2013,161,7.9
Half of a Yellow Sun,"Drama,Romance",2013,111,6.2
Anthropoid,"Biography,History,Thriller",2016,120,7.2
The Counselor,"Crime,Drama,Thriller",2013,117,5.3
Viking,"Action,Drama,History",2016,133,4.7
Whiskey Tango Foxtrot,"Biography,Comedy,Drama",2016,112,6.6
Trust,"Crime,Drama,Thriller",2010,106,7
Birth of the Dragon,"Action,Biography,Drama",2016,103,3.9
Elysium,"Action,Drama,Sci-Fi",2013,109,6.6
The Green Inferno,"Adventure,Horror",2013,100,5.4
Godzilla,"Action,Adventure,Sci-Fi",2014,123,6.4
The Bourne Legacy,"Action,Adventure,Mystery",2012,135,6.7
A Good Year,"Comedy,Drama,Romance",2006,117,6.9
Friend Request,"Horror,Thriller",2016,92,5.4
Deja Vu,"Action,Sci-Fi,Thriller",2006,126,7
Lucy,"Action,Sci-Fi,Thriller",2014,89,6.4
A Quiet Passion,"Biography,Drama",2016,125,7.2
Need for Speed,"Action,Crime,Drama",2014,132,6.5
Jack Reacher,"Action,Crime,Mystery",2012,130,7
The Do-Over,"Action,Adventure,Comedy",2016,108,5.7
True Crimes,"Crime,Drama,Thriller",2016,92,7.3
American Pastoral,"Crime,Drama",2016,108,6.1
The Ghost Writer,"Mystery,Thriller",2010,128,7.2
Limitless,"Mystery,Sci-Fi,Thriller",2011,105,7.4
Spectral,"Action,Mystery,Sci-Fi",2016,107,6.3
P.S. I Love You,"Drama,Romance",2007,126,7.1
Zipper,"Drama,Thriller",2015,103,5.7
Midnight Special,"Drama,Mystery,Sci-Fi",2016,112,6.7
Don't Think Twice,"Comedy,Drama",2016,92,6.8
Alice in Wonderland,"Adventure,Family,Fantasy",2010,108,6.5
Chuck,"Biography,Drama,Sport",2016,98,6.8
"I, Daniel Blake",Drama,2016,100,7.9
The Break-Up,"Comedy,Drama,Romance",2006,106,5.8
Loving,"Biography,Drama,Romance",2016,123,7.1
Fantastic Four,"Action,Adventure,Sci-Fi",2015,100,4.3
The Survivalist,"Drama,Sci-Fi,Thriller",2015,104,6.3
Colonia,"Drama,Romance,Thriller",2015,106,7.1
The Boy Next Door,"Mystery,Thriller",2015,91,4.6
The Gift,"Mystery,Thriller",2015,108,7.1
Dracula Untold,"Action,Drama,Fantasy",2014,92,6.3
In the Heart of the Sea,"Action,Adventure,Biography",2015,122,6.9
Idiocracy,"Adventure,Comedy,Sci-Fi",2006,84,6.6
The Expendables,"Action,Adventure,Thriller",2010,103,6.5
Evil Dead,"Fantasy,Horror",2013,91,6.5
Sinister,"Horror,Mystery",2012,110,6.8
Wreck-It Ralph,"Animation,Adventure,Comedy",2012,101,7.8
Snow White and the Huntsman,"Action,Adventure,Drama",2012,127,6.1
Pan,"Adventure,Family,Fantasy",2015,111,5.8
Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",2011,154,6.3
Juno,"Comedy,Drama",2007,96,7.5
A Hologram for the King,"Comedy,Drama",2016,98,6.1
Money Monster,"Crime,Drama,Thriller",2016,98,6.5
The Other Woman,"Comedy,Romance",2014,109,6
Enchanted,"Animation,Comedy,Family",2007,107,7.1
The Intern,"Comedy,Drama",2015,121,7.1
Little Miss Sunshine,"Comedy,Drama",2006,101,7.8
Bleed for This,"Biography,Drama,Sport",2016,117,6.8
Clash of the Titans,"Action,Adventure,Fantasy",2010,106,5.8
The Finest Hours,"Action,Drama,History",2016,117,6.8
Tron,"Action,Adventure,Sci-Fi",2010,125,6.8
The Hunger Games: Catching Fire,"Action,Adventure,Mystery",2013,146,7.6
All Good Things,"Crime,Drama,Mystery",2010,101,6.3
Kickboxer: Vengeance,Action,2016,90,4.9
The Last Airbender,"Action,Adventure,Family",2010,103,4.2
Sex Tape,"Comedy,Romance",2014,94,5.1
What to Expect When You're Expecting,"Comedy,Drama,Romance",2012,110,5.7
Moneyball,"Biography,Drama,Sport",2011,133,7.6
Ghost Rider,"Action,Fantasy,Thriller",2007,114,5.2
Unbroken,"Biography,Drama,Sport",2014,137,7.2
Immortals,"Action,Drama,Fantasy",2011,110,6
Sunshine,"Adventure,Sci-Fi,Thriller",2007,107,7.3
Brave,"Animation,Adventure,Comedy",2012,93,7.2
MÃ¤n som hatar kvinnor,"Drama,Mystery,Thriller",2009,152,7.8
Adoration,"Drama,Romance",2013,112,6.2
The Drop,"Crime,Drama,Mystery",2014,106,7.1
She's the Man,"Comedy,Romance,Sport",2006,105,6.4
Daddy's Home,"Comedy,Family",2015,96,6.1
Let Me In,"Drama,Horror,Mystery",2010,116,7.2
Never Back Down,"Action,Drama,Sport",2008,110,6.6
Grimsby,"Action,Adventure,Comedy",2016,83,6.2
Moon,"Drama,Mystery,Sci-Fi",2009,97,7.9
Megamind,"Animation,Action,Comedy",2010,95,7.3
Gangster Squad,"Action,Crime,Drama",2013,113,6.7
Blood Father,"Action,Crime,Drama",2016,88,6.4
He's Just Not That Into You,"Comedy,Drama,Romance",2009,129,6.4
Kung Fu Panda 3,"Animation,Action,Adventure",2016,95,7.2
The Rise of the Krays,"Crime,Drama",2015,110,5.1
Handsome Devil,Drama,2016,95,7.4
Winter's Bone,Drama,2010,100,7.2
Horrible Bosses,"Comedy,Crime",2011,98,6.9
Mommy,Drama,2014,139,8.1
Hellboy II: The Golden Army,"Action,Adventure,Fantasy",2008,120,7
Beautiful Creatures,"Drama,Fantasy,Romance",2013,124,6.2
Toni Erdmann,"Comedy,Drama",2016,162,7.6
The Lovely Bones,"Drama,Fantasy,Thriller",2009,135,6.7
The Assassination of Jesse James by the Coward Robert Ford,"Biography,Crime,Drama",2007,160,7.5
Don Jon,"Comedy,Drama,Romance",2013,90,6.6
Bastille Day,"Action,Crime,Drama",2016,92,6.3
2307: Winter's Dream,Sci-Fi,2016,101,4
Free State of Jones,"Action,Biography,Drama",2016,139,6.9
Mr. Right,"Action,Comedy,Romance",2015,95,6.3
The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",2013,114,7.3
Dope,"Comedy,Crime,Drama",2015,103,7.3
Underworld Awakening,"Action,Fantasy,Horror",2012,88,6.4
Antichrist,"Drama,Horror",2009,108,6.6
Friday the 13th,Horror,2009,97,5.6
Taken 3,"Action,Thriller",2014,109,6
Total Recall,"Action,Adventure,Mystery",2012,118,6.3
X-Men: The Last Stand,"Action,Adventure,Fantasy",2006,104,6.7
The Escort,"Comedy,Drama,Romance",2016,88,6
The Whole Truth,"Crime,Drama,Mystery",2016,93,6.1
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",2014,98,6.2
Love & Other Drugs,"Comedy,Drama,Romance",2010,112,6.7
The Interview,Comedy,2014,112,6.6
The Host,"Comedy,Drama,Horror",2006,120,7
Megan Is Missing,"Drama,Horror,Thriller",2011,85,4.9
WALL-E,"Animation,Adventure,Family",2008,98,8.4
Knocked Up,"Comedy,Romance",2007,129,7
Source Code,"Mystery,Romance,Sci-Fi",2011,93,7.5
Lawless,"Crime,Drama",2012,116,7.3
Unfriended,"Drama,Horror,Mystery",2014,83,5.6
American Reunion,Comedy,2012,113,6.7
The Pursuit of Happyness,"Biography,Drama",2006,117,8
Relatos salvajes,"Comedy,Drama,Thriller",2014,122,8.1
The Ridiculous 6,"Comedy,Western",2015,119,4.8
Frantz,"Drama,History,War",2016,113,7.5
Viral,"Drama,Horror,Sci-Fi",2016,85,5.5
Gran Torino,Drama,2008,116,8.2
Burnt,"Comedy,Drama",2015,101,6.6
Tall Men,"Fantasy,Horror,Thriller",2016,133,3.2
Sleeping Beauty,"Drama,Romance",2011,101,5.3
Vampire Academy,"Action,Comedy,Fantasy",2014,104,5.6
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical",2007,116,7.4
Solace,"Crime,Drama,Mystery",2015,101,6.4
Insidious,"Horror,Mystery,Thriller",2010,103,6.8
Popstar: Never Stop Never Stopping,"Comedy,Music",2016,87,6.7
The Levelling,Drama,2016,83,6.4
Public Enemies,"Biography,Crime,Drama",2009,140,7
Boyhood,Drama,2014,165,7.9
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy",2014,101,5.9
Eastern Promises,"Crime,Drama,Mystery",2007,100,7.7
The Daughter,Drama,2015,96,6.7
Pineapple Express,"Action,Comedy,Crime",2008,111,7
The First Time,"Comedy,Drama,Romance",2012,95,6.9
Gone Baby Gone,"Crime,Drama,Mystery",2007,114,7.7
The Heat,"Action,Comedy,Crime",2013,117,6.6
L'avenir,Drama,2016,102,7.1
Anna Karenina,"Drama,Romance",2012,129,6.6
Regression,"Crime,Drama,Mystery",2015,106,5.7
Ted 2,"Adventure,Comedy,Romance",2015,115,6.3
Pain & Gain,"Comedy,Crime,Drama",2013,129,6.5
Blood Diamond,"Adventure,Drama,Thriller",2006,143,8
Devil's Knot,"Biography,Crime,Drama",2013,114,6.1
Child 44,"Crime,Drama,Thriller",2015,137,6.5
The Hurt Locker,"Drama,History,Thriller",2008,131,7.6
Green Lantern,"Action,Adventure,Sci-Fi",2011,114,5.6
War on Everyone,"Action,Comedy",2016,98,5.9
The Mist,Horror,2007,126,7.2
Escape Plan,"Action,Crime,Mystery",2013,115,6.7
"Love Rosie","Comedy,Romance",2014,102,7.2
The DUFF,Comedy,2015,101,6.5
The Age of Shadows,"Action,Drama,Thriller",2016,140,7.2
The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi",2014,123,6.7
We Need to Talk About Kevin,"Drama,Mystery,Thriller",2011,112,7.5
Love & Friendship,"Comedy,Drama,Romance",2016,90,6.5
The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",2013,130,5.9
Seven Pounds,"Drama,Romance",2008,123,7.7
The King's Speech,"Biography,Drama",2010,118,8
Hunger,"Biography,Drama",2008,96,7.6
Jumper,"Action,Adventure,Sci-Fi",2008,88,6.1
Toy Story 3,"Animation,Adventure,Comedy",2010,103,8.3
Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",2011,122,7.1
Resident Evil: Retribution,"Action,Horror,Sci-Fi",2012,96,5.4
Dear Zindagi,"Drama,Romance",2016,151,7.8
Genius,"Biography,Drama",2016,104,6.5
Pompeii,"Action,Adventure,Drama",2014,105,5.5
Life of Pi,"Adventure,Drama,Fantasy",2012,127,7.9
Hachi: A Dog's Tale,"Drama,Family",2009,93,8.1
10 Years,"Comedy,Drama,Romance",2011,100,6.1
I Origins,"Drama,Romance,Sci-Fi",2014,106,7.3
Live Free or Die Hard,"Action,Adventure,Thriller",2007,128,7.2
The Matchbreaker,"Comedy,Romance",2016,94,5.5
Funny Games,"Crime,Drama,Horror",2007,111,6.5
Ted,"Comedy,Fantasy",2012,106,7
RED,"Action,Comedy,Crime",2010,111,7.1
Australia,"Adventure,Drama,Romance",2008,165,6.6
Faster,"Action,Crime,Drama",2010,98,6.5
The Neighbor,"Crime,Horror,Thriller",2016,87,5.8
The Adjustment Bureau,"Romance,Sci-Fi,Thriller",2011,106,7.1
The Hollars,"Comedy,Drama,Romance",2016,88,6.5
The Judge,"Crime,Drama",2014,141,7.4
Closed Circuit,"Crime,Drama,Mystery",2013,96,6.2
Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi",2009,150,6
La tortue rouge,"Animation,Fantasy",2016,80,7.6
The Book of Life,"Animation,Adventure,Comedy",2014,95,7.3
Incendies,"Drama,Mystery,War",2010,131,8.2
The Heartbreak Kid,"Comedy,Romance",2007,116,5.8
Happy Feet,"Animation,Comedy,Family",2006,108,6.5
Entourage,Comedy,2015,104,6.6
The Strangers,"Horror,Mystery,Thriller",2008,86,6.2
Noah,"Action,Adventure,Drama",2014,138,5.8
Neighbors,Comedy,2014,97,6.4
Nymphomaniac: Vol. II,Drama,2013,123,6.7
Wild,"Adventure,Biography,Drama",2014,115,7.1
Grown Ups,Comedy,2010,102,6
Blair Witch,"Horror,Thriller",2016,89,5.1
The Karate Kid,"Action,Drama,Family",2010,140,6.2
Dark Shadows,"Comedy,Fantasy,Horror",2012,113,6.2
Friends with Benefits,"Comedy,Romance",2011,109,6.6
The Illusionist,"Drama,Mystery,Romance",2006,110,7.6
The A-Team,"Action,Adventure,Comedy",2010,117,6.8
The Guest,Thriller,2014,100,6.7
The Internship,Comedy,2013,119,6.3
Paul,"Adventure,Comedy,Sci-Fi",2011,104,7
This Beautiful Fantastic,"Comedy,Drama,Fantasy",2016,100,6.9
The Da Vinci Code,"Mystery,Thriller",2006,149,6.6
Mr. Church,"Comedy,Drama",2016,104,7.7
Hugo,"Adventure,Drama,Family",2011,126,7.5
The Blackcoat's Daughter,"Horror,Thriller",2015,93,5.6
Body of Lies,"Action,Drama,Romance",2008,128,7.1
Knight of Cups,"Drama,Romance",2015,118,5.7
The Mummy: Tomb of the Dragon Emperor,"Action,Adventure,Fantasy",2008,112,5.2
The Boss,Comedy,2016,99,5.4
Hands of Stone,"Action,Biography,Drama",2016,111,6.6
El secreto de sus ojos,"Drama,Mystery,Romance",2009,129,8.2
True Grit,"Adventure,Drama,Western",2010,110,7.6
We Are Your Friends,"Drama,Music,Romance",2015,96,6.2
A Million Ways to Die in the West,"Comedy,Romance,Western",2014,116,6.1
Only for One Night,Thriller,2016,86,4.6
Rules Don't Apply,"Comedy,Drama,Romance",2016,127,5.7
Ouija: Origin of Evil,"Horror,Thriller",2016,99,6.1
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",2013,106,5.9
Fracture,"Crime,Drama,Mystery",2007,113,7.2
Oculus,"Horror,Mystery",2013,104,6.5
In Bruges,"Comedy,Crime,Drama",2008,107,7.9
This Means War,"Action,Comedy,Romance",2012,103,6.3
the devil's mistress,"Biography,Drama,History",2016,106,5
The Road,"Adventure,Drama",2009,111,7.3
Lavender,"Drama,Thriller",2016,92,5.2
Deuces,Drama,2016,87,6.6
Conan the Barbarian,"Action,Adventure,Fantasy",2011,113,5.2
The Fighter,"Action,Biography,Drama",2010,116,7.8
August Rush,"Drama,Music",2007,114,7.5
Chef,"Comedy,Drama",2014,114,7.3
Eye in the Sky,"Drama,Thriller,War",2015,102,7.3
Eagle Eye,"Action,Mystery,Thriller",2008,118,6.6
The Purge,"Horror,Sci-Fi,Thriller",2013,85,5.7
PK,"Comedy,Drama,Romance",2014,153,8.2
Ender's Game,"Action,Sci-Fi",2013,114,6.7
Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure,Fantasy",2008,122,6.2
Paper Towns,"Drama,Mystery,Romance",2015,109,6.3
High-Rise,Drama,2015,119,5.7
Quantum of Solace,"Action,Adventure,Thriller",2008,106,6.6
The Assignment,"Action,Crime,Thriller",2016,95,4.5
How to Train Your Dragon,"Animation,Action,Adventure",2010,98,8.1
Lady in the Water,"Drama,Fantasy,Mystery",2006,110,5.6
The Fountain,"Drama,Sci-Fi",2006,96,7.3
Cars 2,"Animation,Adventure,Comedy",2011,106,6.2
31,"Horror,Thriller",2016,102,5.1
Final Girl,"Action,Thriller",2015,90,4.7
Chalk It Up,Comedy,2016,90,4.8
The Man Who Knew Infinity,"Biography,Drama",2015,108,7.2
Unknown,"Action,Mystery,Thriller",2011,113,6.9
Self/less,"Action,Mystery,Sci-Fi",2015,117,6.5
Mr. Brooks,"Crime,Drama,Thriller",2007,120,7.3
Tramps,"Comedy,Romance",2016,82,6.5
Before We Go,"Comedy,Drama,Romance",2014,95,6.9
Captain Phillips,"Biography,Drama,Thriller",2013,134,7.8
The Secret Scripture,Drama,2016,108,6.8
Max Steel,"Action,Adventure,Family",2016,92,4.6
Hotel Transylvania 2,"Animation,Comedy,Family",2015,89,6.7
Hancock,"Action,Crime,Drama",2008,92,6.4
Sisters,Comedy,2015,118,6
The Family,"Comedy,Crime,Thriller",2013,111,6.3
Zack and Miri Make a Porno,"Comedy,Romance",2008,101,6.6
Ma vie de Courgette,"Animation,Comedy,Drama",2016,66,7.8
Man on a Ledge,"Action,Crime,Thriller",2012,102,6.6
No Strings Attached,"Comedy,Romance",2011,108,6.2
Rescue Dawn,"Adventure,Biography,Drama",2006,120,7.3
Despicable Me 2,"Animation,Adventure,Comedy",2013,98,7.4
A Walk Among the Tombstones,"Crime,Drama,Mystery",2014,114,6.5
The World's End,"Action,Comedy,Sci-Fi",2013,109,7
Yoga Hosers,"Comedy,Fantasy,Horror",2016,88,4.3
Seven Psychopaths,"Comedy,Crime",2012,110,7.2
Beowulf,"Animation,Action,Adventure",2007,115,6.2
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",2014,105,6.2
1408,"Fantasy,Horror",2007,104,6.8
The Gambler,"Crime,Drama,Thriller",2014,111,6
Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",2010,116,6.6
The Spectacular Now,"Comedy,Drama,Romance",2013,95,7.1
A United Kingdom,"Biography,Drama,Romance",2016,111,6.8
USS Indianapolis: Men of Courage,"Action,Drama,History",2016,128,5.2
Turbo Kid,"Action,Adventure,Comedy",2015,93,6.7
Mama,"Horror,Thriller",2013,100,6.2
Orphan,"Horror,Mystery,Thriller",2009,123,7
To Rome with Love,"Comedy,Romance",2012,112,6.3
Fantastic Mr. Fox,"Animation,Adventure,Comedy",2009,87,7.8
Inside Man,"Crime,Drama,Mystery",2006,129,7.6
I.T.,"Crime,Drama,Mystery",2016,95,5.4
127 Hours,"Adventure,Biography,Drama",2010,94,7.6
Annabelle,"Horror,Mystery,Thriller",2014,99,5.4
Wolves at the Door,"Horror,Thriller",2016,73,4.6
suite francaise,"Drama,Romance,War",2014,107,6.9
The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",2009,123,6.8
G.I. Joe: The Rise of Cobra,"Action,Adventure,Sci-Fi",2009,118,5.8
Christine,"Biography,Drama",2016,119,7
Man Down,"Drama,Thriller",2015,90,5.8
Crawlspace,"Horror,Thriller",2016,88,5.3
Shut In,"Drama,Horror,Thriller",2016,91,4.6
The Warriors Gate,"Action,Adventure,Fantasy",2016,108,5.3
Grindhouse,"Action,Horror,Thriller",2007,191,7.6
Disaster Movie,Comedy,2008,87,1.9
Rocky Balboa,"Drama,Sport",2006,102,7.2
Diary of a Wimpy Kid: Dog Days,"Comedy,Family",2012,94,6.4
Jane Eyre,"Drama,Romance",2011,120,7.4
Fool's Gold,"Action,Adventure,Comedy",2008,112,5.7
The Dictator,Comedy,2012,83,6.4
The Loft,"Mystery,Romance,Thriller",2014,108,6.3
Bacalaureat,"Crime,Drama",2016,128,7.5
You Don't Mess with the Zohan,"Action,Comedy",2008,113,5.5
Exposed,"Crime,Drama,Mystery",2016,102,4.2
Maudie,"Biography,Drama,Romance",2016,115,7.8
Horrible Bosses 2,"Comedy,Crime",2014,108,6.3
A Bigger Splash,"Drama,Thriller",2015,125,6.4
Melancholia,Drama,2011,135,7.1
The Princess and the Frog,"Animation,Adventure,Comedy",2009,97,7.1
Unstoppable,"Action,Thriller",2010,98,6.8
Flight,"Drama,Thriller",2012,138,7.3
Home,"Animation,Adventure,Comedy",2015,94,6.7
La migliore offerta,"Crime,Drama,Mystery",2013,131,7.8
Mean Dreams,Thriller,2016,108,6.3
42,"Biography,Drama,Sport",2013,128,7.5
21,"Crime,Drama,Thriller",2008,123,6.8
Begin Again,"Drama,Music",2013,104,7.4
Out of the Furnace,"Crime,Drama,Thriller",2013,116,6.8
Vicky Cristina Barcelona,"Drama,Romance",2008,96,7.1
Kung Fu Panda,"Animation,Action,Adventure",2008,92,7.6
Barbershop: The Next Cut,"Comedy,Drama",2016,111,5.9
Terminator Salvation,"Action,Adventure,Drama",2009,115,6.6
Freedom Writers,"Biography,Crime,Drama",2007,123,7.5
The Hills Have Eyes,Horror,2006,107,6.4
Changeling,"Biography,Drama,Mystery",2008,141,7.8
Remember Me,"Drama,Romance",2010,113,7.2
Koe no katachi,"Animation,Drama,Romance",2016,129,8.4
"Alexander and the Terrible Horrible No Good Very Bad Day","Comedy,Family",2014,81,6.2
Locke,Drama,2013,85,7.1
The 9th Life of Louis Drax,"Mystery,Thriller",2016,108,6.3
Horns,"Drama,Fantasy,Horror",2013,120,6.5
Indignation,"Drama,Romance",2016,110,6.9
The Stanford Prison Experiment,"Biography,Drama,History",2015,122,6.9
Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family",2011,99,6.6
Mission: Impossible III,"Action,Adventure,Thriller",2006,126,6.9
En man som heter Ove,"Comedy,Drama",2015,116,7.7
Dragonball Evolution,"Action,Adventure,Fantasy",2009,85,2.7
Red Dawn,"Action,Thriller",2012,93,5.4
One Day,"Drama,Romance",2011,107,7
Life as We Know It,"Comedy,Drama,Romance",2010,114,6.6
28 Weeks Later,"Drama,Horror,Sci-Fi",2007,100,7
Warm Bodies,"Comedy,Horror,Romance",2013,98,6.9
Blue Jasmine,Drama,2013,98,7.3
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",2013,110,5.8
Wrath of the Titans,"Action,Adventure,Fantasy",2012,99,5.8
Shin Gojira,"Action,Adventure,Drama",2016,120,6.9
Saving Mr. Banks,"Biography,Comedy,Drama",2013,125,7.5
Transcendence,"Drama,Mystery,Romance",2014,119,6.3
Rio,"Animation,Adventure,Comedy",2011,96,6.9
Equals,"Drama,Romance,Sci-Fi",2015,101,6.1
Babel,Drama,2006,143,7.5
The Tree of Life,"Drama,Fantasy",2011,139,6.8
The Lucky One,"Drama,Romance",2012,101,6.5
Piranha 3D,"Comedy,Horror,Thriller",2010,88,5.5
50/50,"Comedy,Drama,Romance",2011,100,7.7
The Intent,"Crime,Drama",2016,104,3.5
This Is 40,"Comedy,Romance",2012,134,6.2
Real Steel,"Action,Drama,Family",2011,127,7.1
Sex and the City,"Comedy,Drama,Romance",2008,145,5.5
Rambo,"Action,Thriller,War",2008,92,7.1
Planet Terror,"Action,Comedy,Horror",2007,105,7.1
Concussion,"Biography,Drama,Sport",2015,123,7.1
The Fall,"Adventure,Comedy,Drama",2006,117,7.9
The Ugly Truth,"Comedy,Romance",2009,96,6.5
Bride Wars,"Comedy,Romance",2009,89,5.5
Sleeping with Other People,"Comedy,Drama,Romance",2015,101,6.5
Snakes on a Plane,"Action,Adventure,Crime",2006,105,5.6
What If,"Comedy,Romance",2013,98,6.8
How to Train Your Dragon 2,"Animation,Action,Adventure",2014,102,7.9
RoboCop,"Action,Crime,Sci-Fi",2014,117,6.2
In Dubious Battle,Drama,2016,110,6.2
"Hello My Name Is Doris","Comedy,Drama,Romance",2015,95,6.7
Ocean's Thirteen,"Crime,Thriller",2007,122,6.9
Slither,"Comedy,Horror,Sci-Fi",2006,95,6.5
Contagion,"Drama,Thriller",2011,106,6.6
Il racconto dei racconti - Tale of Tales,"Drama,Fantasy,Horror",2015,133,6.4
I Am the Pretty Thing That Lives in the House,Thriller,2016,87,4.7
Bridge to Terabithia,"Adventure,Drama,Family",2007,96,7.2
Coherence,"Mystery,Sci-Fi,Thriller",2013,89,7.2
Notorious,"Biography,Crime,Drama",2009,122,6.7
Goksung,"Drama,Fantasy,Horror",2016,156,7.5
The Expendables 2,"Action,Adventure,Thriller",2012,103,6.6
The Girl Next Door,"Crime,Drama,Horror",2007,91,6.7
Perfume: The Story of a Murderer,"Crime,Drama,Fantasy",2006,147,7.5
The Golden Compass,"Adventure,Family,Fantasy",2007,113,6.1
Centurion,"Action,Adventure,Drama",2010,97,6.4
Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror",2015,93,6.3
17 Again,"Comedy,Drama,Family",2009,102,6.4
No Escape,"Action,Thriller",2015,103,6.8
Superman Returns,"Action,Adventure,Sci-Fi",2006,154,6.1
The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy",2011,117,4.9
Precious,Drama,2009,110,7.3
The Sea of Trees,Drama,2015,110,5.9
Good Kids,Comedy,2016,86,6.1
The Master,Drama,2012,144,7.1
Footloose,"Comedy,Drama,Music",2011,113,5.9
If I Stay,"Drama,Fantasy,Music",2014,107,6.8
The Ticket,Drama,2016,97,5.4
Detour,Thriller,2016,97,6.3
The Love Witch,"Comedy,Horror",2016,120,6.2
Talladega Nights: The Ballad of Ricky Bobby,"Action,Comedy,Sport",2006,108,6.6
The Human Centipede (First Sequence),Horror,2009,92,4.4
Super,"Comedy,Drama",2010,96,6.8
The Siege of Jadotville,"Action,Drama,Thriller",2016,108,7.3
Up in the Air,"Drama,Romance",2009,109,7.4
The Midnight Meat Train,"Horror,Mystery",2008,98,6.1
The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",2010,124,4.9
Transpecos,Thriller,2016,86,5.8
What's Your Number?,"Comedy,Romance",2011,106,6.1
Riddick,"Action,Sci-Fi,Thriller",2013,119,6.4
Triangle,"Fantasy,Mystery,Thriller",2009,99,6.9
The Butler,"Biography,Drama",2013,132,7.2
King Cobra,"Crime,Drama",2016,91,5.6
After Earth,"Action,Adventure,Sci-Fi",2013,100,4.9
Kicks,Adventure,2016,80,6.1
Me and Earl and the Dying Girl,"Comedy,Drama",2015,105,7.8
The Descendants,"Comedy,Drama",2011,115,7.3
Sex and the City 2,"Comedy,Drama,Romance",2010,146,4.3
The Kings of Summer,"Adventure,Comedy,Drama",2013,95,7.2
Death Race,"Action,Sci-Fi,Thriller",2008,105,6.4
That Awkward Moment,"Comedy,Romance",2014,94,6.2
Legion,"Action,Fantasy,Horror",2010,100,5.2
End of Watch,"Crime,Drama,Thriller",2012,109,7.7
